time,stationID,T,RH,PM1P0,PM2P5,PM4P0,w_speed,w_deg
12/23/2024 1:10,aa-87-13-85,18.5,59.2,7,9,10,,
12/23/2024 1:15,aa-87-13-85,18.6,59,7,15,21,,
12/23/2024 1:20,aa-87-13-85,18.7,58.9,4,11,16,1.34,162
12/23/2024 1:25,aa-87-13-85,18.7,58.6,5,14,22,,
12/23/2024 1:30,aa-87-13-85,18.8,58.5,4,7,9,,
12/23/2024 1:35,aa-87-13-85,18.9,58.4,7,15,22,0.45,23
12/23/2024 1:40,aa-87-13-85,18.9,58.4,9,21,32,,
12/23/2024 1:45,aa-87-13-85,18.9,58.3,5,11,18,,
12/23/2024 1:50,aa-87-13-85,18.8,58.3,7,13,18,0.89,262
12/23/2024 1:55,aa-87-13-85,18.7,58.5,12,15,23,,
12/23/2024 2:00,aa-87-13-85,18.6,58.8,6,22,36,2.57,340
12/23/2024 2:05,aa-87-13-85,18.6,58.8,7,13,19,,
12/23/2024 2:10,aa-87-13-85,18.6,59,7,10,13,,
12/23/2024 2:15,aa-87-13-85,18.5,59.4,5,14,22,,
12/23/2024 2:20,aa-87-13-85,18.4,59.7,6,13,19,0.89,144
12/23/2024 2:25,aa-87-13-85,18.4,60,7,18,27,,
12/23/2024 2:30,aa-87-13-85,18.3,60,7,10,14,0.45,25
12/23/2024 2:35,aa-87-13-85,18.2,59.9,7,10,15,,
12/23/2024 2:40,aa-87-13-85,18.2,60,9,11,12,,
12/23/2024 2:45,aa-87-13-85,18.2,60.2,7,11,16,1.79,122
12/23/2024 2:50,aa-87-13-85,18.3,60.1,7,10,15,,
12/23/2024 2:55,aa-87-13-85,18.3,60.2,8,14,19,,
12/23/2024 3:00,aa-87-13-85,18.3,60.3,5,9,15,0.89,328
12/23/2024 3:05,aa-87-13-85,18.4,60.2,6,10,17,,
12/23/2024 3:10,aa-87-13-85,18.4,60.2,5,10,14,,
12/23/2024 3:15,aa-87-13-85,18.4,60,4,9,14,,
12/23/2024 3:20,aa-87-13-85,18.4,59.9,5,11,16,0.45,248
12/23/2024 3:25,aa-87-13-85,18.3,59.9,5,9,12,,
12/23/2024 3:30,aa-87-13-85,18.3,59.7,5,10,15,,
12/23/2024 3:35,aa-87-13-85,18.3,60,6,9,12,0.45,338
12/23/2024 3:40,aa-87-13-85,18.3,60.3,4,15,24,,
12/23/2024 3:45,aa-87-13-85,18.3,60.1,5,9,13,0.45,338
12/23/2024 3:50,aa-87-13-85,18.3,59.7,5,11,17,,
12/23/2024 3:55,aa-87-13-85,18.3,59.8,7,10,17,,
12/23/2024 4:00,aa-87-13-85,18.3,60.1,5,7,10,,
12/23/2024 4:05,aa-87-13-85,18.2,60.1,3,6,8,0.89,315
12/23/2024 4:10,aa-87-13-85,18.1,60.3,5,8,12,,
12/23/2024 4:15,aa-87-13-85,18.1,60.4,11,12,13,0.89,315
12/23/2024 4:20,aa-87-13-85,18,60.4,12,14,18,,
12/23/2024 4:25,aa-87-13-85,18.1,60.4,11,17,27,0.45,315
12/23/2024 4:30,aa-87-13-85,18.1,60.5,11,12,12,,
12/23/2024 4:35,aa-87-13-85,18.1,60.8,7,12,18,,
12/23/2024 4:40,aa-87-13-85,18,61.1,8,13,18,,
12/23/2024 4:45,aa-87-13-85,18,61.2,9,10,10,0.89,360
12/23/2024 4:50,aa-87-13-85,17.9,61.4,5,8,10,,
12/23/2024 4:55,aa-87-13-85,17.9,61.6,5,12,18,,
12/23/2024 5:00,aa-87-13-85,17.9,61.6,7,12,18,,
12/23/2024 5:05,aa-87-13-85,17.9,61.2,8,14,19,2.57,340
12/23/2024 5:10,aa-87-13-85,17.9,60.8,8,12,15,,
12/23/2024 5:15,aa-87-13-85,18,60.7,7,16,24,2.57,340
12/23/2024 5:20,aa-87-13-85,18,60.7,11,13,17,,
12/23/2024 5:25,aa-87-13-85,18,60.5,7,8,11,,
12/23/2024 5:30,aa-87-13-85,18,60.4,9,11,14,,
12/23/2024 5:35,aa-87-13-85,18,60.3,5,10,14,0.45,225
12/23/2024 5:40,aa-87-13-85,18,60.3,9,14,21,,
12/23/2024 5:45,aa-87-13-85,18,60.4,6,18,28,0.45,180
12/23/2024 5:50,aa-87-13-85,17.9,60.4,9,10,10,,
12/23/2024 5:55,aa-87-13-85,17.9,60.4,7,10,12,0.45,129
12/23/2024 6:00,aa-87-13-85,17.9,60.4,9,12,16,,
12/23/2024 6:05,aa-87-13-85,17.9,60.5,10,15,22,,
12/23/2024 6:10,aa-87-13-85,18,60.4,9,12,17,,
12/23/2024 6:15,aa-87-13-85,18,60.5,13,21,33,,
12/23/2024 6:20,aa-87-13-85,18,60.4,9,12,16,0.89,16
12/23/2024 6:25,aa-87-13-85,18.1,60.3,8,10,13,,
12/23/2024 6:30,aa-87-13-85,18.1,60.4,9,12,16,0.89,16
12/23/2024 6:35,aa-87-13-85,18,60.4,10,15,19,,
12/23/2024 6:40,aa-87-13-85,18,60.6,15,17,21,,
12/23/2024 6:45,aa-87-13-85,18,60.6,8,10,13,0.89,0
12/23/2024 6:50,aa-87-13-85,18,60.6,8,10,13,,
12/23/2024 6:55,aa-87-13-85,18,60.8,12,17,24,,
12/23/2024 7:00,aa-87-13-85,18,60.7,12,14,15,2.06,210
12/23/2024 7:05,aa-87-13-85,18,60.6,9,15,21,,
12/23/2024 7:10,aa-87-13-85,18.1,60.4,11,13,16,,
12/23/2024 7:15,aa-87-13-85,18,60.2,11,14,17,,
12/23/2024 7:20,aa-87-13-85,17.9,60.2,7,11,15,2.06,210
12/23/2024 7:25,aa-87-13-85,17.9,60,10,14,21,,
12/23/2024 7:30,aa-87-13-85,17.8,59.8,12,19,25,2.06,210
12/23/2024 7:35,aa-87-13-85,17.8,59.9,8,10,15,,
12/23/2024 7:40,aa-87-13-85,17.7,60.4,11,13,17,,
12/23/2024 7:45,aa-87-13-85,17.8,60.4,12,18,23,,
12/23/2024 7:50,aa-87-13-85,17.8,60.6,11,15,19,0.89,183
12/23/2024 7:55,aa-87-13-85,17.9,60.7,11,19,28,,
12/23/2024 8:00,aa-87-13-85,18.1,60.9,11,16,20,0.89,183
12/23/2024 8:05,aa-87-13-85,18.4,60.5,9,10,12,,
12/23/2024 8:10,aa-87-13-85,18.6,60.2,7,11,15,,
12/23/2024 8:15,aa-87-13-85,18.9,60,6,9,14,0.89,158
12/23/2024 8:20,aa-87-13-85,19.1,59.9,6,11,16,,
12/23/2024 8:25,aa-87-13-85,19.4,59.7,5,10,14,,
12/23/2024 8:30,aa-87-13-85,20.1,59,7,7,10,0.45,230
12/23/2024 8:35,aa-87-13-85,20.6,57.7,4,8,11,,
12/23/2024 8:40,aa-87-13-85,20.9,56.5,8,14,20,,
12/23/2024 8:45,aa-87-13-85,20.9,56.1,4,8,12,,
12/23/2024 8:50,aa-87-13-85,20.9,56,5,9,15,0.45,45
12/23/2024 8:55,aa-87-13-85,20.9,56.3,6,10,14,,
12/23/2024 9:00,aa-87-13-85,20.8,56.5,7,16,24,,
12/23/2024 9:05,aa-87-13-85,20.8,56.4,7,8,12,0.45,293
12/23/2024 9:10,aa-87-13-85,20.7,56.4,11,15,21,,
12/23/2024 9:15,aa-87-13-85,20.8,56.5,7,11,15,0.45,270
12/23/2024 9:20,aa-87-13-85,20.7,56.4,9,13,15,,
12/23/2024 9:25,aa-87-13-85,20.7,56.5,8,16,22,,
12/23/2024 9:30,aa-87-13-85,20.6,56.8,5,8,11,,
12/23/2024 9:35,aa-87-13-85,20.6,56.6,4,11,17,0.45,0
12/23/2024 9:40,aa-87-13-85,20.7,56.6,2,6,10,0.45,45
12/23/2024 9:45,aa-87-13-85,20.6,56.5,7,9,14,,
12/23/2024 9:50,aa-87-13-85,20.5,57.1,5,13,20,,
12/23/2024 9:55,aa-87-13-85,20.6,57.2,5,15,23,0.89,315
12/23/2024 10:00,aa-87-13-85,20.9,56.9,4,8,12,,
12/23/2024 10:05,aa-87-13-85,21.2,57.3,7,13,18,,
12/23/2024 10:10,aa-87-13-85,21.4,56.6,10,15,20,,
12/23/2024 10:15,aa-87-13-85,21.7,56,8,10,13,0.45,315
12/23/2024 10:20,aa-87-13-85,22,55.2,7,11,17,,
12/23/2024 10:25,aa-87-13-85,22.3,54.5,9,19,28,,
12/23/2024 10:30,aa-87-13-85,22.5,53.8,9,18,25,2.06,350
12/23/2024 10:35,aa-87-13-85,22.5,53.5,9,14,23,,
12/23/2024 10:40,aa-87-13-85,22.7,53.1,12,21,32,,
12/23/2024 10:45,aa-87-13-85,22.9,52.7,9,16,25,,
12/23/2024 10:50,aa-87-13-85,23.1,52.2,10,24,38,0.89,7
12/23/2024 10:55,aa-87-13-85,23.2,51.8,12,16,20,,
12/23/2024 11:00,aa-87-13-85,23.4,51.6,9,14,20,1.54,20
12/23/2024 11:05,aa-87-13-85,23.7,51,8,14,20,,
12/23/2024 11:10,aa-87-13-85,23.9,50.2,8,10,13,,
12/23/2024 11:15,aa-87-13-85,23.9,50.2,10,15,24,,
12/23/2024 11:20,aa-87-13-85,23.7,50.4,12,18,22,1.54,0
12/23/2024 11:25,aa-87-13-85,23.6,50.8,7,10,12,,
12/23/2024 11:30,aa-87-13-85,23.5,51,6,12,18,,
12/23/2024 11:35,aa-87-13-85,23.7,50.9,9,14,20,1.54,0
12/23/2024 11:40,aa-87-13-85,24,50.6,9,11,13,,
12/23/2024 11:45,aa-87-13-85,24.4,49.5,7,10,14,1.54,0
12/23/2024 11:50,aa-87-13-85,24.7,48.7,7,13,18,,
12/23/2024 11:55,aa-87-13-85,24.9,48.2,6,12,18,,
12/23/2024 12:00,aa-87-13-85,25,48.2,9,9,14,0.45,270
12/23/2024 12:05,aa-87-13-85,25,48.4,13,19,24,,
12/23/2024 12:10,aa-87-13-85,25.1,48.1,6,17,27,0.89,182
12/23/2024 12:15,aa-87-13-85,25,48.4,7,9,11,,
12/23/2024 12:20,aa-87-13-85,25,48.4,7,15,22,,
12/23/2024 12:25,aa-87-13-85,24.8,48.7,5,13,21,0.89,255
12/23/2024 12:30,aa-87-13-85,24.9,48.6,4,11,19,,
12/23/2024 12:35,aa-87-13-85,25.1,48.1,7,9,12,,
12/23/2024 12:40,aa-87-13-85,25.4,48.2,5,10,16,2.06,340
12/23/2024 12:45,aa-87-13-85,25.8,47.5,7,7,11,,
12/23/2024 12:50,aa-87-13-85,26.1,46.8,8,13,20,,
12/23/2024 12:55,aa-87-13-85,26.1,46.5,5,12,19,,
12/23/2024 13:00,aa-87-13-85,26.1,46.3,5,7,11,,
12/23/2024 13:05,aa-87-13-85,25.8,46.3,5,8,11,2.06,330
12/23/2024 13:10,aa-87-13-85,25.5,46.7,5,12,19,,
12/23/2024 13:15,aa-87-13-85,25.2,47.3,5,10,17,,
12/23/2024 13:20,aa-87-13-85,25.1,47.5,5,9,14,3.09,350
12/23/2024 13:25,aa-87-13-85,24.9,47.6,5,9,14,,
12/23/2024 13:30,aa-87-13-85,24.6,48.1,6,13,18,3.09,350
12/23/2024 13:35,aa-87-13-85,24.3,48.7,7,9,10,,
12/23/2024 13:40,aa-87-13-85,24.1,49.2,3,5,7,,
12/23/2024 13:45,aa-87-13-85,24.1,49.5,5,9,13,,
12/23/2024 13:50,aa-87-13-85,24.1,49.5,3,9,14,3.09,350
12/23/2024 13:55,aa-87-13-85,24.1,49.7,4,7,12,,
12/23/2024 14:00,aa-87-13-85,24.1,49.9,7,16,24,3.09,360
12/23/2024 14:05,aa-87-13-85,24.2,49.7,4,10,15,,
12/23/2024 14:10,aa-87-13-85,24.2,49.6,5,9,14,,
12/23/2024 14:15,aa-87-13-85,24.3,49.6,6,7,10,3.09,360
12/23/2024 14:20,aa-87-13-85,24.4,49.3,4,12,19,,
12/23/2024 14:25,aa-87-13-85,24.5,48.9,5,12,18,,
12/23/2024 14:30,aa-87-13-85,24.4,48.9,6,9,13,,
12/23/2024 14:35,aa-87-13-85,24.4,49,4,6,8,3.09,340
12/23/2024 14:40,aa-87-13-85,24.4,49,6,7,11,,
12/23/2024 14:45,aa-87-13-85,24.4,48.9,5,19,30,,
12/23/2024 14:50,aa-87-13-85,24.3,49,4,12,19,3.09,340
12/23/2024 14:55,aa-87-13-85,24.2,49.1,5,5,9,,
12/23/2024 15:00,aa-87-13-85,24.1,49.5,5,9,14,3.09,300
12/23/2024 15:05,aa-87-13-85,23.9,49.8,5,9,13,,
12/23/2024 15:10,aa-87-13-85,23.9,50.2,5,8,14,3.09,300
12/23/2024 15:15,aa-87-13-85,24,50.5,6,8,13,,
12/23/2024 15:20,aa-87-13-85,24.1,50,9,12,13,,
12/23/2024 15:25,aa-87-13-85,24.2,50,4,10,13,,
12/23/2024 15:30,aa-87-13-85,24.3,49.5,6,12,20,3.09,300
12/23/2024 15:35,aa-87-13-85,24.2,49.4,7,9,11,,
12/23/2024 15:40,aa-87-13-85,24,49.6,5,9,13,,
12/23/2024 15:45,aa-87-13-85,23.8,50,7,7,9,,
12/23/2024 15:50,aa-87-13-85,23.5,50.1,8,10,12,3.09,300
12/23/2024 15:55,aa-87-13-85,23.2,50.7,6,10,14,,
12/23/2024 16:00,aa-87-13-85,23,51,8,11,14,2.57,340
12/23/2024 16:05,aa-87-13-85,22.9,51.5,9,14,21,,
12/23/2024 16:10,aa-87-13-85,22.9,51.5,9,12,19,,
12/23/2024 16:15,aa-87-13-85,22.9,51.4,7,9,12,,
12/23/2024 16:20,aa-87-13-85,23,51.3,9,12,14,2.57,340
12/23/2024 16:25,aa-87-13-85,23.1,50.9,12,16,22,,
12/23/2024 16:30,aa-87-13-85,22.9,51,7,15,23,,
12/23/2024 16:35,aa-87-13-85,22.8,51.2,10,12,16,2.57,340
12/23/2024 16:40,aa-87-13-85,22.6,51.3,7,9,11,,
12/23/2024 16:45,aa-87-13-85,22.4,51.4,8,15,21,,
12/23/2024 16:50,aa-87-13-85,22.2,51.8,8,17,23,3.09,350
12/23/2024 16:55,aa-87-13-85,21.8,52.1,14,16,16,,
12/23/2024 17:00,aa-87-13-85,21.5,52.4,11,14,17,2.06,0
12/23/2024 17:05,aa-87-13-85,21.1,53.4,9,18,27,2.06,0
12/23/2024 17:10,aa-87-13-85,20.8,54.1,8,12,15,,
12/23/2024 17:15,aa-87-13-85,20.5,54.7,9,19,28,,
12/23/2024 17:20,aa-87-13-85,20.3,55.3,13,21,28,,
12/23/2024 17:25,aa-87-13-85,20.1,55.7,10,11,15,,
12/23/2024 17:30,aa-87-13-85,19.9,56,15,25,32,,
12/23/2024 17:35,aa-87-13-85,19.7,56.7,9,11,14,2.06,20
12/23/2024 17:40,aa-87-13-85,19.6,57.3,8,11,14,,
12/23/2024 17:45,aa-87-13-85,19.5,58.1,8,16,24,,
12/23/2024 17:50,aa-87-13-85,19.4,58.1,11,13,16,2.06,0
12/23/2024 17:55,aa-87-13-85,19.4,58.1,18,21,23,,
12/23/2024 18:00,aa-87-13-85,19.5,58.5,10,18,24,0.45,113
12/23/2024 18:05,aa-87-13-85,19.5,59.2,7,11,17,,
12/23/2024 18:10,aa-87-13-85,19.6,59.4,13,15,17,,
12/23/2024 18:15,aa-87-13-85,19.8,60,5,9,13,0.45,356
12/23/2024 18:20,aa-87-13-85,20,59.8,7,8,10,,
12/23/2024 18:25,aa-87-13-85,20,58.8,5,6,8,,
12/23/2024 18:30,aa-87-13-85,20,58,5,10,14,,
12/23/2024 18:35,aa-87-13-85,20,57.8,3,6,8,0.45,118
12/23/2024 18:40,aa-87-13-85,19.9,58.1,3,5,7,,
12/23/2024 18:45,aa-87-13-85,19.8,58,5,7,10,0.45,118
12/23/2024 18:50,aa-87-13-85,19.7,57.5,3,11,17,,
12/23/2024 18:55,aa-87-13-85,19.6,57.1,5,10,16,,
12/23/2024 19:00,aa-87-13-85,19.4,57.8,6,9,11,,
12/23/2024 19:05,aa-87-13-85,19.2,58,8,13,18,0.89,184
12/23/2024 19:10,aa-87-13-85,19,58.3,9,17,26,,
12/23/2024 19:15,aa-87-13-85,18.7,58.5,8,9,9,,
12/23/2024 19:20,aa-87-13-85,18.5,59,10,19,26,0.89,159
12/23/2024 19:25,aa-87-13-85,18.4,59.6,8,14,19,,
12/23/2024 19:30,aa-87-13-85,18.3,60.1,8,16,24,0.89,143
12/23/2024 19:35,aa-87-13-85,18.3,60.7,9,18,26,,
12/23/2024 19:40,aa-87-13-85,18.3,61,9,18,29,,
12/23/2024 19:45,aa-87-13-85,18.2,60.8,11,20,28,1.54,120
12/23/2024 19:50,aa-87-13-85,18.1,60.5,9,13,15,,
12/23/2024 19:55,aa-87-13-85,18,60.4,13,14,20,,
12/23/2024 20:00,aa-87-13-85,17.9,61,8,13,18,2.57,150
12/23/2024 20:05,aa-87-13-85,18,61.5,5,11,16,,
12/23/2024 20:10,aa-87-13-85,18.1,61.4,5,12,20,,
12/23/2024 20:15,aa-87-13-85,18.1,61.1,7,9,14,2.57,150
12/23/2024 20:20,aa-87-13-85,18.2,60.9,5,10,13,,
12/23/2024 20:25,aa-87-13-85,18.2,60.8,3,5,8,,
12/23/2024 20:30,aa-87-13-85,18.2,60.5,3,13,21,2.57,120
12/23/2024 20:35,aa-87-13-85,18.2,60.4,5,20,32,,
12/23/2024 20:40,aa-87-13-85,18.2,60.3,4,11,17,,
12/23/2024 20:45,aa-87-13-85,18.2,60.2,4,12,18,,
12/23/2024 20:50,aa-87-13-85,18.2,59.9,5,12,17,2.57,130
12/23/2024 20:55,aa-87-13-85,18.1,59.9,8,20,30,,
12/23/2024 21:00,aa-87-13-85,18,59.7,3,9,14,,
12/23/2024 21:05,aa-87-13-85,17.9,59.7,4,11,16,3.6,150
12/23/2024 21:10,aa-87-13-85,17.8,59.9,3,9,15,,
12/23/2024 21:15,aa-87-13-85,17.8,60,2,7,12,3.6,150
12/23/2024 21:20,aa-87-13-85,17.9,60.6,3,11,18,,
12/23/2024 21:25,aa-87-13-85,18,60.6,3,7,11,,
12/23/2024 21:30,aa-87-13-85,18.2,60.6,5,16,25,3.6,150
12/23/2024 21:35,aa-87-13-85,18.3,60.5,5,13,20,,
12/23/2024 21:40,aa-87-13-85,18.4,60,3,7,11,,
12/23/2024 21:45,aa-87-13-85,18.4,59.6,4,8,11,4.12,140
12/23/2024 21:50,aa-87-13-85,18.4,59.7,4,8,11,,
12/23/2024 21:55,aa-87-13-85,18.5,59.3,3,13,22,,
12/23/2024 22:00,aa-87-13-85,18.5,59.6,3,11,17,,
12/23/2024 22:05,aa-87-13-85,18.5,59.6,4,6,9,1.54,130
12/23/2024 22:10,aa-87-13-85,18.5,59.7,3,9,14,,
12/23/2024 22:15,aa-87-13-85,18.6,59.9,4,7,12,,
12/23/2024 22:20,aa-87-13-85,18.6,59.7,3,8,12,2.57,130
12/23/2024 22:25,aa-87-13-85,18.7,59.6,3,7,11,,
12/23/2024 22:30,aa-87-13-85,18.8,59.5,3,9,15,2.57,130
12/23/2024 22:35,aa-87-13-85,18.9,59.3,5,8,12,,
12/23/2024 22:40,aa-87-13-85,19,59.1,3,7,11,3.6,130
12/23/2024 22:45,aa-87-13-85,19,58.8,3,13,21,,
12/23/2024 22:50,aa-87-13-85,19,59.1,2,4,7,,
12/23/2024 22:55,aa-87-13-85,19.2,59.5,3,12,20,,
12/23/2024 23:00,aa-87-13-85,19.5,59.3,3,6,8,,
12/23/2024 23:05,aa-87-13-85,19.9,58.6,2,8,13,2.68,216
12/23/2024 23:10,aa-87-13-85,20.2,57.9,2,4,7,,
12/23/2024 23:15,aa-87-13-85,20.3,57.1,2,6,9,,
12/23/2024 23:20,aa-87-13-85,20.3,56.7,2,8,13,2.24,126
12/23/2024 23:25,aa-87-13-85,20.4,56.8,2,6,10,,
12/23/2024 23:30,aa-87-13-85,20.6,56.5,3,7,11,2.24,126
12/23/2024 23:35,aa-87-13-85,20.6,56.3,1,7,11,,
12/23/2024 23:40,aa-87-13-85,20.7,55.8,2,7,11,,
12/23/2024 23:45,aa-87-13-85,20.7,55.6,2,7,11,,
12/23/2024 23:50,aa-87-13-85,20.7,55.5,2,9,14,3.6,140
12/23/2024 23:55,aa-87-13-85,20.6,55.3,2,5,7,,
12/24/2024 0:00,aa-87-13-85,20.6,55.5,2,4,7,,
12/24/2024 0:05,aa-87-13-85,20.5,55.7,1,4,7,4.12,150
12/24/2024 0:10,aa-87-13-85,20.4,55.9,2,9,15,,
12/24/2024 0:15,aa-87-13-85,20.4,56.2,1,6,10,,
12/24/2024 0:20,aa-87-13-85,20.3,56.4,3,6,8,3.09,160
12/24/2024 0:25,aa-87-13-85,20.3,56.6,2,6,10,,
12/24/2024 0:30,aa-87-13-85,20.3,56.6,2,6,9,,
12/24/2024 0:35,aa-87-13-85,20.3,56.7,1,3,6,3.09,160
12/24/2024 0:40,aa-87-13-85,20.3,56.6,2,7,11,,
12/24/2024 0:45,aa-87-13-85,20.4,56.4,1,4,7,,
12/24/2024 0:50,aa-87-13-85,20.4,56.4,3,6,10,3.6,150
12/24/2024 0:55,aa-87-13-85,20.5,56.2,1,2,3,,
12/24/2024 1:00,aa-87-13-85,20.5,56.1,2,9,15,3.09,170
12/24/2024 1:05,aa-87-13-85,20.5,56.2,1,4,7,,
12/24/2024 1:10,aa-87-13-85,20.4,56.4,2,11,18,3.09,170
12/24/2024 1:15,aa-87-13-85,20.3,56.5,2,3,5,,
12/24/2024 1:20,aa-87-13-85,20.2,56.7,2,5,8,,
12/24/2024 1:25,aa-87-13-85,20.2,56.8,2,6,9,,
12/24/2024 1:30,aa-87-13-85,20.2,56.8,2,8,14,5.36,360
12/24/2024 1:35,aa-87-13-85,20.2,56.8,6,14,21,,
12/24/2024 1:40,aa-87-13-85,20.2,56.8,1,3,5,,
12/24/2024 1:45,aa-87-13-85,20.2,56.8,1,6,9,,
12/24/2024 1:50,aa-87-13-85,20.3,56.8,2,4,7,4.47,155
12/24/2024 1:55,aa-87-13-85,20.2,56.9,2,4,6,,
12/24/2024 2:00,aa-87-13-85,20.2,57,1,4,7,,
12/24/2024 2:05,aa-87-13-85,20.2,57.1,1,2,3,4.47,192
12/24/2024 2:10,aa-87-13-85,20.1,57.1,1,6,11,,
12/24/2024 2:15,aa-87-13-85,20.1,57.2,2,7,11,,
12/24/2024 2:20,aa-87-13-85,20.1,57.1,1,4,7,4.47,192
12/24/2024 2:25,aa-87-13-85,20.2,57,1,2,4,,
12/24/2024 2:30,aa-87-13-85,20.1,57.1,1,3,5,4.92,220
12/24/2024 2:35,aa-87-13-85,20,57.6,2,4,7,,
12/24/2024 2:40,aa-87-13-85,19.8,58.2,1,3,6,,
12/24/2024 2:45,aa-87-13-85,19.7,58.5,1,4,7,,
12/24/2024 2:50,aa-87-13-85,19.8,58.9,1,4,7,4.47,290
12/24/2024 2:55,aa-87-13-85,18.9,56.7,1,2,3,,
12/24/2024 3:00,aa-87-13-85,18.2,57.4,2,7,11,4.47,290
12/24/2024 3:05,aa-87-13-85,17.3,58.6,1,3,4,,
12/24/2024 3:10,aa-87-13-85,16.9,58.8,1,6,11,,
12/24/2024 3:15,aa-87-13-85,16.2,58.9,3,7,10,6.26,350
12/24/2024 3:20,aa-87-13-85,15.7,59.6,1,2,3,,
12/24/2024 3:25,aa-87-13-85,15.4,60.2,1,7,11,,
12/24/2024 3:30,aa-87-13-85,15.3,60.3,0,2,3,,
12/24/2024 3:35,aa-87-13-85,15.3,60.3,2,6,10,2.68,315
12/24/2024 3:40,aa-87-13-85,15.3,60.1,1,4,7,,
12/24/2024 3:45,aa-87-13-85,15.3,60,1,2,3,4.12,300
12/24/2024 3:50,aa-87-13-85,15.2,59.9,1,2,4,,
12/24/2024 3:55,aa-87-13-85,15.2,59.5,2,8,13,,
12/24/2024 4:00,aa-87-13-85,15.2,59.7,2,10,17,4.12,320
12/24/2024 4:05,aa-87-13-85,15.3,59.1,2,7,11,,
12/24/2024 4:10,aa-87-13-85,15.2,59,1,7,11,,
12/24/2024 4:15,aa-87-13-85,15.2,58.9,1,4,7,,
12/24/2024 4:20,aa-87-13-85,15.2,59.5,1,4,7,4.12,330
12/24/2024 4:25,aa-87-13-85,15.2,59.4,2,7,11,,
12/24/2024 4:30,aa-87-13-85,15.2,59.4,1,3,5,,
12/24/2024 4:35,aa-87-13-85,15.1,59.5,1,4,7,,
12/24/2024 4:40,aa-87-13-85,15.1,59.7,2,8,12,,
12/24/2024 4:45,aa-87-13-85,15.1,59.7,3,8,14,2.57,0
12/24/2024 4:50,aa-87-13-85,15.1,59.4,1,2,3,,
12/24/2024 4:55,aa-87-13-85,15,59.7,1,4,7,,
12/24/2024 5:00,aa-87-13-85,14.9,59.5,1,1,2,,
12/24/2024 5:05,aa-87-13-85,14.9,59.4,2,4,7,2.57,260
12/24/2024 5:10,aa-87-13-85,14.8,59.2,1,5,8,,
12/24/2024 5:15,aa-87-13-85,14.7,58.9,1,6,11,2.57,270
12/24/2024 5:20,aa-87-13-85,14.6,59.1,1,2,3,,
12/24/2024 5:25,aa-87-13-85,14.5,59.4,1,3,4,,
12/24/2024 5:30,aa-87-13-85,14.6,58.9,1,4,7,,
12/24/2024 5:35,aa-87-13-85,14.6,59.1,1,5,9,2.57,270
12/24/2024 5:40,aa-87-13-85,14.6,58.8,1,4,6,3.6,300
12/24/2024 5:45,aa-87-13-85,14.6,58.4,2,5,8,,
12/24/2024 5:50,aa-87-13-85,14.6,58.4,1,3,5,,
12/24/2024 5:55,aa-87-13-85,14.6,58.5,1,3,4,,
12/24/2024 6:00,aa-87-13-85,14.6,58.4,1,4,7,2.06,320
12/24/2024 6:05,aa-87-13-85,14.6,58.6,1,2,3,,
12/24/2024 6:10,aa-87-13-85,14.7,58.8,1,6,10,,
12/24/2024 6:15,aa-87-13-85,14.7,58.7,1,4,7,,
12/24/2024 6:20,aa-87-13-85,14.6,58.6,1,4,7,2.57,330
12/24/2024 6:25,aa-87-13-85,14.5,58.4,1,7,11,,
12/24/2024 6:30,aa-87-13-85,14.5,58.5,1,4,7,,
12/24/2024 6:35,aa-87-13-85,14.4,58.8,1,4,7,2.57,330
12/24/2024 6:40,aa-87-13-85,14.4,59.1,1,4,6,,
12/24/2024 6:45,aa-87-13-85,14.4,59.1,1,4,7,,
12/24/2024 6:50,aa-87-13-85,14.3,59.1,1,4,7,1.34,171
12/24/2024 6:55,aa-87-13-85,14.3,59.1,1,6,9,,
12/24/2024 7:00,aa-87-13-85,14.3,59,1,4,7,,
12/24/2024 7:05,aa-87-13-85,14.3,59.1,1,6,11,1.54,260
12/24/2024 7:10,aa-87-13-85,14.3,59.1,1,6,11,1.54,210
12/24/2024 7:15,aa-87-13-85,14.2,59.5,1,4,7,,
12/24/2024 7:20,aa-87-13-85,14.2,59.6,1,4,7,,
12/24/2024 7:25,aa-87-13-85,14.2,59.6,1,4,7,,
12/24/2024 7:30,aa-87-13-85,14.2,59.6,2,5,8,1.79,171
12/24/2024 7:35,aa-87-13-85,14.1,59.7,2,6,11,,
12/24/2024 7:40,aa-87-13-85,14.1,59.9,1,7,11,,
12/24/2024 7:45,aa-87-13-85,14.1,60,2,7,11,2.57,150
12/24/2024 7:50,aa-87-13-85,14.1,59.9,2,8,14,,
12/24/2024 7:55,aa-87-13-85,14.1,59.9,2,7,12,,
12/24/2024 8:00,aa-87-13-85,14.1,60,1,3,5,4.63,160
12/24/2024 8:05,aa-87-13-85,14.1,60.2,1,2,3,,
12/24/2024 8:10,aa-87-13-85,14.1,60.1,1,2,4,,
12/24/2024 8:15,aa-87-13-85,14.2,60.1,1,5,9,4.63,160
12/24/2024 8:20,aa-87-13-85,14.2,60,2,9,14,,
12/24/2024 8:25,aa-87-13-85,14.2,59.7,1,4,7,,
12/24/2024 8:30,aa-87-13-85,14.1,59.6,3,8,13,4.63,160
12/24/2024 8:35,aa-87-13-85,14.1,59.2,2,9,14,,
